-0.0001209,-0.0000705,0.0000769,0
-0.0000257,0.0000797,0.0000198,119966999
0.0001862,0.0000174,-0.0004009,119978693
0.0004280,0.0000115,-0.0001906,119973041
-0.0002426,0.0002732,-0.0000784,119974727
0.0001451,-0.0000383,0.0000638,119972350
0.0002968,-0.0003168,-0.0000205,119973957
0.0002235,0.0003948,-0.0000440,119973497
-0.0002411,-0.0001981,0.0001041,119975087
0.0003041,0.0003963,0.0001898,119972292
-0.0002816,0.0000373,-0.0002367,120014777
0.0004535,-0.0003532,-0.0001849,119943340
0.0000696,-0.0005198,-0.0000235,119963814
-0.0004896,0.0002343,-0.0000923,119973851
0.0000638,0.0005876,-0.0000249,119973992
-0.0000879,0.0000218,0.0000733,119974189
-0.0002551,0.0000093,0.0001766,119974717
-0.0000953,-0.0002303,0.0000139,119973988
-0.0000125,-0.0000735,0.0000462,119974386
-0.0000520,0.0005949,0.0003357,119974679
-0.0000139,0.0000643,-0.0001561,119974549
0.0001371,-0.0001072,-0.0002090,119974633
0.0002455,-0.0004524,0.0000887,119975488
-0.0004456,0.0003194,-0.0000770,119973870
0.0003335,0.0002248,0.0001107,119974775
0.0000396,0.0001413,0.0003503,119975728
-0.0000784,-0.0002244,-0.0000879,119974398
0.0000872,-0.0009536,-0.0002257,119975430
-0.0004749,-0.0003307,-0.0000923,119974847
-0.0003314,0.0008919,0.0003592,119989450
0.0003645,0.0001854,-0.0003719,119969722
0.0006577,-0.0003221,-0.0002104,119966948
-0.0001554,0.0004828,0.0001004,119975004
-0.0006614,0.0007961,0.0002625,119975658
0.0004544,-0.0001460,0.0001070,119975529
0.0004562,-0.0003905,0.0002226,119983281
-0.0002052,-0.0002757,0.0000843,119968950
-0.0000967,0.0001566,0.0002396,119975394
-0.0006545,0.0007811,0.0001532,119975601
0.0002442,0.0001091,0.0001217,119973320
0.0005817,0.0000534,-0.0001621,119986953
0.0001767,-0.0000728,0.0001232,119966320
-0.0000572,0.0002146,-0.0000374,119976504
-0.0001913,0.0004608,-0.0003269,119977533
0.0001261,0.0001471,0.0001195,119975798
0.0002770,0.0002094,0.0000271,119976318
0.0002800,-0.0003021,0.0000550,119976234
-0.0001849,0.0002410,-0.0000848,119998377
-0.0002675,0.0003641,0.0003951,119954954
0.0002618,-0.0000676,0.0000660,119973216
0.0002190,-0.0003868,-0.0000103,119983108
0.0001921,-0.0003316,0.0003945,119971471
-0.0010209,0.0001867,-0.0004742,119978436
0.0003423,0.0004549,-0.0002829,119976926
0.0002580,-0.0001035,-0.0001055,119976915
-0.0006515,-0.0002288,-0.0001649,119976968
-0.0002455,-0.0004861,0.0000051,119977457
-0.0004436,0.0002418,-0.0000638,119973495
0.0002486,0.0003776,-0.0000917,119984132
0.0005917,-0.0000185,-0.0002412,119969845
0.0001493,-0.0004599,0.0001120,119998038
-0.0001253,0.0003934,0.0003467,119959845
-0.0003774,0.0007371,0.0001048,119977608
0.0000997,0.0000760,0.0000000,119977632
-0.0000667,0.0000343,-0.0001532,119977532
0.0001714,-0.0003423,0.0000161,119971709
0.0002783,0.0000789,-0.0001186,119983406
0.0002082,0.0004977,-0.0000103,119973230
0.0000029,0.0000636,-0.0000689,119982246
0.0004465,0.0001010,-0.0000755,119973690
0.0001114,-0.0001262,0.0004104,119982050
-0.0000110,-0.0001936,0.0001187,119978480
0.0001026,0.0006514,0.0000403,119977479
-0.0004625,0.0000541,-0.0002485,119978106
-0.0001164,-0.0001240,0.0002358,119980487
0.0000769,0.0001529,-0.0000183,119969736
-0.0003796,0.0003318,-0.0001151,119984172
-0.0003033,0.0008063,0.0003135,119972355
0.0000279,-0.0003507,0.0001173,119979120
0.0004803,-0.0004145,-0.0004070,119979013
0.0005593,-0.0007413,-0.0001305,119984163
-0.0001495,-0.0000742,0.0001788,119978597
-0.0006349,0.0004202,-0.0001179,119982223
-0.0007139,-0.0000903,0.0000938,119974348
-0.0004053,-0.0001724,-0.0000814,119978965
0.0000447,-0.0001885,0.0000396,119973010
-0.0006750,0.0000159,-0.0003599,119983622
-0.0001400,0.0005027,0.0001921,119981934
0.0005377,-0.0003005,-0.0001626,119970024
0.0005233,-0.0009449,-0.0002279,119984998
0.0001488,-0.0007045,0.0001612,119978979
-0.0007073,0.0001435,-0.0006486,119979122
0.0000220,0.0000812,0.0000682,119979101
-0.0001766,-0.0002867,0.0002653,119979677
-0.0000601,-0.0003139,0.0000447,119978580
0.0001568,-0.0004024,0.0001121,119974761
-0.0000359,0.0000438,-0.0000337,119984230
-0.0004344,0.0002511,0.0001069,119973394
0.0001070,0.0000233,-0.0003260,119979204
0.0006376,-0.0002420,0.0001466,119985359
-0.0003569,0.0003260,-0.0001290,119979655
0.0000403,0.0006279,0.0004456,119979600
-0.0000506,0.0001640,0.0003840,119979508
0.0001443,-0.0000690,-0.0000498,119977632
0.0000249,-0.0002953,-0.0004870,119986310
0.0001216,0.0002811,-0.0001033,119971655
-0.0002008,-0.0000398,0.0002624,119983377
0.0000154,0.0001346,-0.0001201,119974905
0.0001187,-0.0000903,-0.0000198,119984968
0.0003870,-0.0003373,0.0001715,119979682
0.0000352,0.0001713,-0.0002558,119980482
-0.0003518,0.0003780,-0.0001275,119979765
0.0003811,-0.0000515,0.0001129,119980186
0.0003304,-0.0001811,-0.0000498,119977876
-0.0004105,-0.0002069,0.0000029,119982997
-0.0001458,-0.0002178,0.0004300,119976282
-0.0004468,0.0003610,0.0000513,119980030
0.0000681,0.0003346,0.0001304,119979405
0.0000110,0.0001054,-0.0003408,119985054
0.0002221,-0.0004898,-0.0000440,119980320
-0.0003291,0.0001896,0.0000858,119980694
-0.0007696,0.0001677,0.0005270,119980470
0.0005409,0.0010259,0.0006853,119980344
0.0010571,0.0014679,-0.0005135,119979070
0.0032467,0.0003707,-0.0027923,119982877
0.0013215,0.0063167,-0.0042826,119977137
0.0067315,0.0000635,-0.0000908,119980195
-0.0011426,0.0025453,0.0016454,119984402
-0.0054852,0.0006770,0.0015772,119980891
-0.0038723,0.0004121,0.0011260,119989394
0.0013991,-0.0005814,0.0006508,119972164
0.0003287,0.0004779,0.0002328,119981064
-0.0007044,-0.0005169,0.0005277,119981649
-0.0000176,-0.0009136,0.0008101,119980445
0.0004061,-0.0008240,-0.0004412,119981478
-0.0000513,-0.0006719,-0.0004498,119978619
-0.0010634,0.0000650,-0.0004353,119983724
-0.0012694,0.0001830,-0.0000388,119981190
-0.0020625,0.0001068,0.0002118,119981374
-0.0007505,-0.0001006,-0.0003833,119980760
0.0001524,-0.0005110,0.0000872,119981203
-0.0003606,0.0006338,0.0001876,119981547
0.0002184,-0.0000977,0.0008172,119981563
0.0003195,-0.0006267,0.0006544,119980834
0.0005592,-0.0006891,-0.0004258,119982744
0.0009734,0.0010136,-0.0012219,119981329
-0.0003914,0.0001317,-0.0005196,119981043
-0.0020030,-0.0005997,0.0000330,119982062
-0.0016468,-0.0005733,0.0000967,119982025
-0.0004016,-0.0008863,0.0001554,119980976
0.0000938,0.0002087,0.0001370,119982174
0.0006010,0.0003362,0.0001510,119982274
0.0004427,-0.0002750,0.0010481,119981186
-0.0000352,-0.0000588,0.0005292,119982064
-0.0004288,0.0003927,-0.0003042,119981474
-0.0001708,0.0003421,-0.0000572,119982282
-0.0008385,0.0002783,-0.0007989,119982056
-0.0009521,-0.0005606,-0.0006668,119985613
-0.0001568,-0.0012219,-0.0003247,119978585
0.0001224,-0.0003021,-0.0003313,119981519
